Age,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Calories_Burned (kcal),Gender_Male,Workout_Type_HIIT,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga,Cluster
48,78.4,1.52,170.0,156.0,78.0,0.65,21.7,2.7,2,0,33.7,410.4,True,True,False,False,False,2
31,64.7,1.53,187.0,145.0,66.0,0.6,16.3,2.9,6,2,27.8,177.4,True,False,False,False,False,1
28,66.8,1.75,193.0,153.0,60.0,1.645,16.4,4.7,7,3,21.9,465.2,False,False,False,True,False,1
43,60.7,1.45,176.0,140.0,72.0,0.65,23.7,2.6,2,0,28.9,180.6,True,False,False,False,False,2
59,70.1,1.61,167.0,133.0,70.0,0.69,23.9,2.8,2,0,26.9,219.9,True,False,False,False,False,2
44,68.2,1.6,180.0,144.0,77.0,0.44,27.0,2.7,3,0,26.5,136.6,True,False,False,False,False,2
28,64.1,1.65,196.0,176.0,67.0,0.84,22.6,3.2,7,2,23.5,432.2,True,True,False,False,False,0
55,57.4,1.49,163.0,119.0,66.0,1.04,20.7,4.1,4,2,25.7,97.9,False,False,False,False,True,2
51,53.3,1.72,173.0,121.0,58.0,0.85,20.5,4.2,6,2,18.0,74.5,False,False,False,False,True,1
36,70.6,1.55,187.0,141.0,57.0,0.69,16.3,3.0,4,1,29.3,220.3,False,False,False,False,False,1
23,57.9,1.79,191.0,158.0,60.0,1.2,17.9,4.4,6,3,18.0,415.8,True,False,True,False,False,1
55,58.2,1.62,164.0,138.0,61.0,0.73,27.4,3.7,5,1,22.2,254.1,False,False,True,False,False,2
59,50.2,1.67,160.0,137.0,67.0,1.14,13.7,4.2,4,2,18.0,344.6,False,False,True,False,False,1
45,62.1,1.68,182.0,147.0,80.0,0.91,19.4,3.5,3,1,22.0,259.8,True,False,False,False,False,2
18,68.9,1.7,200.0,157.0,77.0,0.54,20.7,2.9,3,0,23.7,169.4,False,False,False,False,False,0
52,54.5,1.68,170.0,126.0,73.0,0.35,32.2,3.0,2,0,19.2,31.3,False,False,False,False,True,2
57,48.3,1.64,170.0,155.0,70.0,0.94,25.3,2.7,3,0,18.0,366.6,False,True,False,False,False,2
25,73.0,1.71,190.0,155.0,72.0,0.6,23.7,3.2,3,0,24.8,184.9,True,False,False,True,False,0
24,96.4,1.73,197.0,140.0,70.0,0.26,17.0,3.5,4,1,32.3,41.4,True,False,False,False,True,0
28,58.1,1.6,202.0,160.0,80.0,0.44,26.8,2.9,3,0,22.6,117.3,False,False,False,False,False,0
56,82.6,1.72,156.0,126.0,71.0,0.79,15.1,2.6,3,1,27.8,295.6,False,False,False,False,False,2
21,97.2,1.8,196.0,165.0,74.0,0.78,30.6,3.8,2,0,30.0,452.4,True,False,True,False,False,0
42,55.2,1.75,179.0,142.0,73.0,0.86,27.0,3.1,3,1,18.0,216.3,True,False,False,False,False,2
29,69.7,1.77,193.0,149.0,67.0,0.98,11.2,3.2,7,3,22.2,311.2,True,False,False,False,False,1
43,54.4,1.7,178.0,151.0,72.0,1.07,12.7,4.5,3,1,18.9,347.1,True,False,True,False,False,1
55,52.3,1.59,168.0,140.0,76.0,0.26,24.2,2.8,3,0,20.8,56.8,False,False,False,True,False,2
29,78.8,1.6,197.0,152.0,67.0,0.65,21.5,2.9,3,0,30.8,234.4,True,False,False,False,False,0
54,73.0,1.71,166.0,139.0,58.0,0.85,19.4,3.8,4,2,24.9,372.3,False,False,True,False,False,1
41,85.5,1.77,179.0,151.0,68.0,0.95,21.8,4.5,3,0,27.2,485.9,True,False,True,False,False,2
33,86.0,1.9,190.0,172.0,69.0,1.1,16.1,3.9,3,1,23.8,719.45,True,True,False,False,False,0
30,60.6,1.78,200.0,151.0,61.0,1.22,14.3,3.5,5,2,19.2,335.1,True,False,False,False,False,1
42,65.3,1.56,181.0,148.0,73.0,0.58,24.5,3.3,2,0,26.7,157.8,True,False,False,True,False,2
21,74.6,1.6,204.0,163.0,66.0,0.88,15.0,3.8,4,1,29.0,276.9,False,False,False,True,False,0
28,91.2,1.9,184.0,133.0,71.0,0.53,32.1,3.7,3,0,25.3,79.6,False,False,False,False,True,2
49,71.4,1.66,170.0,134.0,66.0,0.55,32.5,2.6,3,0,26.0,179.7,False,False,False,False,False,2
24,54.1,1.68,190.0,161.0,76.0,0.47,28.0,3.6,2,0,19.1,151.7,True,False,True,False,False,0
28,67.3,1.58,192.0,162.0,74.0,1.15,26.5,4.2,5,1,26.8,461.7,False,False,True,False,False,0
45,99.1,1.84,182.0,165.0,65.0,1.13,9.9,3.3,5,2,29.4,719.45,True,True,False,False,False,1
58,76.7,1.73,156.0,135.0,72.0,0.62,18.6,4.1,4,1,25.6,285.3,True,False,True,False,False,2
40,46.2,1.6,189.0,160.0,72.0,0.93,22.4,4.3,5,1,18.0,258.5,False,False,True,False,False,0
40,76.3,1.58,180.0,134.0,77.0,0.57,23.0,3.5,2,0,30.5,72.2,True,False,False,False,True,2
45,59.2,1.71,179.0,154.0,79.0,0.67,26.7,3.8,3,0,20.2,238.0,True,False,True,False,False,2
43,72.5,1.68,182.0,166.0,76.0,0.69,23.6,3.3,4,1,25.6,403.5,False,True,False,False,False,0
42,86.5,1.76,188.0,170.0,68.0,1.43,14.9,3.8,7,3,27.8,719.45,True,True,False,False,False,1
46,85.2,1.73,177.0,127.0,65.0,0.63,35.2,3.6,2,0,28.3,89.1,True,False,False,False,True,2
36,49.2,1.65,180.0,147.0,72.0,0.99,23.5,3.8,4,1,18.0,202.9,False,False,False,True,False,2
50,64.7,1.63,175.0,121.0,55.0,1.13,15.9,3.7,5,3,24.5,120.6,False,False,False,False,True,1
53,67.0,1.66,154.0,127.0,77.0,0.56,22.8,2.7,5,1,24.2,170.5,True,False,False,False,False,2
31,78.6,1.62,184.0,131.0,65.0,0.86,15.5,4.1,7,2,29.8,112.5,False,False,False,False,True,1
31,71.8,1.67,186.0,152.0,71.0,0.9,26.9,3.5,4,1,25.8,273.1,True,False,False,True,False,0
52,84.3,1.68,157.0,121.0,76.0,0.37,35.2,3.3,3,0,29.8,52.0,False,False,False,False,True,2
47,66.2,1.59,181.0,145.0,76.0,0.55,21.9,2.6,2,0,26.2,167.5,True,False,False,False,False,2
45,72.0,1.74,182.0,152.0,83.0,0.56,24.0,3.3,2,0,23.7,168.6,False,False,False,True,False,2
34,66.9,1.64,188.0,151.0,81.0,0.69,23.1,2.5,3,0,24.8,211.4,False,False,False,False,False,0
20,76.6,1.6,205.0,165.0,73.0,0.81,17.8,3.0,6,2,30.1,259.5,True,False,False,True,False,0
33,50.9,1.64,189.0,153.0,69.0,0.86,27.0,4.0,4,1,18.8,183.9,False,False,False,True,False,0
47,80.2,1.7,177.0,141.0,55.0,1.05,17.5,3.4,6,2,27.6,356.2,False,False,False,True,False,1
46,61.3,1.69,180.0,145.0,79.0,0.46,27.6,2.1,2,0,21.5,129.0,True,False,False,False,False,2
32,61.2,1.72,181.0,138.0,59.0,1.23,14.4,3.5,4,2,20.6,341.2,False,False,False,False,False,1
42,88.0,1.77,183.0,144.0,73.0,0.63,30.1,2.7,2,0,28.1,250.5,False,False,False,False,False,2
55,67.1,1.81,171.0,142.0,75.0,0.51,28.5,2.8,3,0,20.5,143.3,False,False,False,True,False,2
59,74.5,1.71,158.0,127.0,70.0,0.91,13.1,3.2,4,1,25.5,307.4,True,False,False,False,False,2
55,54.5,1.57,164.0,149.0,63.0,1.34,24.9,3.4,5,3,22.0,590.7,False,True,False,False,False,1
40,49.2,1.65,176.0,160.0,65.0,0.86,16.6,3.7,5,1,18.0,344.0,True,True,False,False,False,1
42,64.6,1.58,180.0,132.0,73.0,1.01,18.6,3.9,4,1,25.9,107.9,True,False,False,False,True,2
59,83.8,1.85,163.0,121.0,69.0,0.85,23.4,3.9,3,1,24.5,118.2,False,False,False,False,True,2
24,63.5,1.88,197.0,168.0,83.0,1.05,19.7,3.9,4,1,18.0,397.7,True,False,True,False,False,0
39,64.6,1.75,177.0,144.0,67.0,0.38,22.7,3.3,2,0,21.2,103.1,True,False,False,True,False,2
34,56.1,1.77,193.0,175.0,71.0,0.81,26.4,3.0,4,1,18.0,368.0,True,True,False,False,False,0
35,78.3,1.71,182.0,155.0,73.0,0.72,17.3,4.2,3,1,26.9,339.3,True,False,True,False,False,0
58,87.1,1.72,165.0,134.0,63.0,1.02,14.2,3.7,7,2,29.6,371.0,False,False,False,True,False,1
27,63.3,1.52,197.0,153.0,72.0,0.93,30.3,2.7,2,0,27.4,267.0,False,False,False,False,False,0
27,78.2,1.67,184.0,152.0,77.0,0.68,19.0,3.4,3,1,28.0,223.6,False,False,False,True,False,0
24,55.6,1.59,198.0,153.0,69.0,1.06,9.8,3.5,4,2,21.9,268.6,True,False,False,False,False,1
55,76.4,1.71,171.0,140.0,66.0,0.56,25.1,3.3,5,1,26.2,180.9,True,False,False,True,False,2
44,67.2,1.67,176.0,136.0,63.0,1.14,23.4,3.5,3,1,24.0,346.4,False,False,False,False,False,2
50,87.0,1.87,174.0,137.0,68.0,1.01,17.0,2.5,5,2,24.7,400.4,True,False,False,False,False,1
18,87.4,1.77,199.0,161.0,72.0,0.75,29.0,3.6,5,1,27.8,275.6,False,False,False,True,False,0
51,83.8,1.71,174.0,160.0,78.0,0.85,25.4,3.4,3,0,28.7,578.0,True,True,False,False,False,2
21,61.3,1.65,193.0,161.0,64.0,0.99,24.9,4.6,5,2,22.4,365.1,False,False,True,False,False,1
34,62.7,1.85,186.0,143.0,64.0,1.37,16.3,3.9,7,3,18.4,389.4,False,False,False,False,False,1
21,65.4,1.68,205.0,175.0,83.0,0.67,31.6,4.1,2,0,23.3,264.3,False,False,True,False,False,0
43,67.9,1.71,183.0,154.0,68.0,1.29,8.0,4.2,6,3,23.1,524.0,True,False,True,False,False,1
21,71.3,1.68,193.0,148.0,66.0,1.31,27.4,3.7,4,1,25.1,422.2,False,False,False,False,False,0
18,73.5,1.64,201.0,148.0,82.0,0.84,18.7,4.3,4,1,27.3,102.7,True,False,False,False,True,0
24,51.0,1.68,193.0,161.0,63.0,1.31,13.6,4.9,6,3,18.0,402.9,True,False,True,False,False,1
47,46.9,1.48,179.0,136.0,55.0,0.87,16.5,2.7,6,3,21.3,186.6,False,False,False,False,False,1
26,46.9,1.53,194.0,159.0,77.0,0.27,32.6,3.1,3,0,20.1,53.2,False,False,False,True,False,0
52,85.3,1.71,169.0,125.0,71.0,0.78,15.8,4.5,4,1,29.0,110.0,True,False,False,False,True,2
25,78.2,1.84,197.0,177.0,59.0,1.03,10.6,3.4,5,3,23.2,654.3,True,True,False,False,False,1
41,64.5,1.71,173.0,142.0,69.0,0.64,20.1,4.0,3,1,21.9,173.9,False,False,False,True,False,2
36,67.6,1.61,185.0,148.0,79.0,0.45,22.3,2.3,2,0,26.2,138.6,False,False,False,False,False,0
53,51.0,1.54,162.0,132.0,64.0,1.57,22.1,5.0,7,3,21.6,333.4,True,False,False,True,False,1
44,74.0,1.76,174.0,158.0,72.0,0.7,27.6,3.7,2,0,23.9,414.9,False,True,False,False,False,2
49,82.4,1.62,169.0,138.0,67.0,1.02,24.5,3.4,3,1,31.3,351.0,False,False,False,True,False,2
31,94.8,1.74,191.0,160.0,67.0,1.2,18.9,4.8,5,1,31.1,682.6,False,False,True,False,False,1
35,66.1,1.72,181.0,153.0,69.0,0.67,30.2,4.1,3,1,22.4,265.7,False,False,True,False,False,0
45,69.5,1.73,173.0,145.0,79.0,0.9,22.5,4.0,2,0,23.3,263.5,True,False,False,True,False,2
46,61.0,1.68,176.0,152.0,81.0,0.29,23.7,3.8,2,0,21.5,105.8,True,False,True,False,False,2
33,53.1,1.72,194.0,140.0,74.0,0.86,25.5,4.2,2,0,18.0,75.3,False,False,False,False,True,0
52,78.3,1.67,170.0,135.0,70.0,0.92,26.8,2.6,6,2,28.1,327.8,False,False,False,False,False,2
48,88.0,1.62,178.0,150.0,67.0,0.98,18.9,4.7,7,2,33.7,515.9,True,False,True,False,False,1
21,55.7,1.58,188.0,145.0,66.0,1.26,19.3,3.3,7,2,22.2,318.1,True,False,False,False,False,1
54,43.6,1.45,173.0,158.0,74.0,1.07,10.6,3.5,7,2,20.7,376.0,True,True,False,False,False,1
34,63.3,1.66,182.0,155.0,77.0,0.7,23.3,4.1,2,0,22.9,263.3,True,False,True,False,False,0
56,81.7,1.83,161.0,130.0,59.0,1.04,18.6,4.3,5,3,24.3,354.9,True,False,False,True,False,1
43,59.8,1.75,187.0,154.0,79.0,0.66,26.3,3.0,3,0,19.5,164.4,False,False,False,True,False,0
56,64.3,1.7,165.0,150.0,64.0,0.79,24.2,3.2,3,1,22.2,410.9,False,True,False,False,False,2
58,72.4,1.61,158.0,144.0,64.0,0.94,11.9,3.5,5,2,28.1,550.2,True,True,False,False,False,1
21,77.6,1.78,196.0,154.0,76.0,0.65,21.5,3.0,2,0,24.5,229.5,True,False,False,False,False,0
47,80.9,1.67,166.0,144.0,79.0,0.48,31.6,3.9,3,0,29.1,232.1,False,False,True,False,False,2
47,86.0,1.84,173.0,140.0,61.0,1.39,11.1,4.3,7,3,25.5,505.9,True,False,False,True,False,1
39,49.2,1.58,179.0,152.0,69.0,0.72,31.0,4.1,3,0,19.6,213.8,True,False,True,False,False,2
28,55.9,1.61,195.0,155.0,61.0,0.97,20.2,3.8,4,2,21.7,228.2,False,False,False,True,False,1
19,63.6,1.6,205.0,139.0,58.0,1.03,14.5,4.1,7,3,25.0,108.3,False,False,False,False,True,1
29,45.8,1.53,185.0,141.0,61.0,1.16,11.7,3.3,7,3,19.5,239.9,False,False,False,False,False,1
47,47.8,1.59,176.0,160.0,69.0,0.49,29.8,3.1,3,0,19.0,189.2,False,True,False,False,False,2
53,54.9,1.69,159.0,125.0,82.0,0.87,31.4,3.2,3,0,19.2,80.0,True,False,False,False,True,2
35,67.5,1.61,187.0,145.0,67.0,0.99,20.2,3.1,6,2,26.1,304.1,False,False,False,False,False,1
43,47.4,1.45,171.0,143.0,76.0,0.76,26.1,3.9,3,0,22.5,152.4,True,False,False,True,False,2
24,91.8,1.79,189.0,159.0,69.0,0.83,20.7,4.6,3,1,28.7,457.2,True,False,True,False,False,0
18,46.6,1.51,205.0,184.0,63.0,0.71,23.2,3.3,3,1,20.4,267.8,True,True,False,False,False,0
43,54.4,1.74,188.0,158.0,70.0,1.05,23.7,4.2,5,1,18.0,340.8,True,False,True,False,False,1
40,66.5,1.68,176.0,151.0,74.0,0.48,24.0,3.7,3,1,23.5,192.8,False,False,True,False,False,2
43,104.9,1.89,187.0,129.0,59.0,1.32,8.1,4.1,6,3,30.6,237.1,True,False,False,False,True,1
23,76.5,1.78,197.0,179.0,80.0,0.66,29.5,3.3,3,0,24.1,405.9,True,True,False,False,False,0
23,49.2,1.63,190.0,160.0,70.0,0.92,18.6,4.2,5,1,18.5,271.6,True,False,True,False,False,0
25,46.6,1.61,198.0,156.0,78.0,0.55,32.9,2.9,2,0,18.0,116.6,False,False,False,False,False,0
41,96.4,1.83,184.0,151.0,74.0,0.25,23.4,3.1,2,0,28.8,101.2,False,False,False,True,False,0
39,48.8,1.53,185.0,136.0,77.0,0.62,34.1,3.2,2,0,20.8,49.6,False,False,False,False,True,2
36,87.1,1.7,176.0,130.0,74.0,0.86,22.8,4.0,5,1,30.2,123.4,False,False,False,False,True,2
54,74.0,1.67,160.0,144.0,55.0,1.42,14.0,4.3,7,3,26.6,719.45,False,True,False,False,False,1
35,56.7,1.65,190.0,153.0,68.0,1.01,13.5,3.8,5,2,20.9,239.4,True,False,False,True,False,1
48,84.4,1.72,166.0,128.0,80.0,0.43,28.9,3.4,3,0,28.7,60.8,False,False,False,False,True,2
54,58.6,1.7,171.0,128.0,76.0,1.17,12.7,4.4,4,2,20.3,112.6,True,False,False,False,True,1
47,54.2,1.73,171.0,138.0,75.0,0.46,32.9,3.0,3,0,18.2,114.5,False,False,False,False,False,2
59,58.9,1.69,153.0,109.0,55.0,1.04,14.6,4.5,7,2,20.5,101.3,True,False,False,False,True,1
50,80.3,1.72,163.0,115.0,55.0,1.07,18.9,4.0,5,3,27.1,143.2,False,False,False,False,True,1
27,81.5,1.69,195.0,158.0,71.0,0.68,18.9,3.5,2,0,28.6,233.3,True,False,False,True,False,0
54,58.4,1.61,169.0,155.0,81.0,0.72,35.2,3.1,3,0,22.4,335.9,False,True,False,False,False,2
29,50.8,1.68,199.0,165.0,85.0,0.55,26.4,3.0,2,0,18.0,117.6,True,False,False,True,False,0
47,46.6,1.61,173.0,143.0,73.0,0.93,26.7,3.7,2,0,18.0,182.0,True,False,False,True,False,2
44,50.6,1.6,175.0,128.0,70.0,1.05,21.9,4.3,3,1,19.7,88.0,True,False,False,False,True,2
56,51.0,1.65,173.0,123.0,62.0,0.69,31.5,3.6,2,0,18.8,58.0,True,False,False,False,True,2
26,69.7,1.67,190.0,156.0,78.0,0.47,27.8,2.7,2,0,25.1,136.9,True,False,False,True,False,0
38,90.0,1.68,181.0,164.0,71.0,0.97,21.1,3.2,5,1,31.8,701.2,True,True,False,False,False,0
29,85.3,1.77,193.0,160.0,59.0,1.25,16.8,5.199999999999999,7,3,27.2,642.9,False,False,True,False,False,1
46,51.8,1.63,170.0,133.0,65.0,0.69,17.9,2.8,4,1,19.5,162.0,False,False,False,False,False,2
50,61.3,1.7,172.0,146.0,68.0,1.07,26.1,4.6,5,1,21.2,393.5,True,False,True,False,False,1
32,63.0,1.69,188.0,146.0,68.0,0.61,22.7,3.2,2,0,22.0,174.9,True,False,False,False,False,0
19,67.0,1.62,205.0,156.0,66.0,0.88,21.5,3.0,5,1,25.6,267.2,True,False,False,False,False,0
56,86.2,1.69,162.0,148.0,69.0,0.74,36.2,3.2,2,0,30.3,514.8,True,True,False,False,False,2
35,70.1,1.78,182.0,163.0,55.0,1.12,8.0,3.8,7,3,22.1,634.3,True,True,False,False,False,1
20,87.0,1.7,205.0,157.0,69.0,0.54,28.5,3.4,2,0,30.2,212.8,True,False,False,False,False,0
24,94.0,1.7,200.0,157.0,78.0,0.99,25.0,3.1,3,0,32.4,421.8,True,False,False,False,False,0
35,58.5,1.61,190.0,154.0,69.0,0.73,22.4,3.1,3,0,22.6,180.0,False,False,False,True,False,0
55,79.3,1.88,169.0,131.0,60.0,1.2,11.6,3.6,7,3,22.5,433.9,True,False,False,False,False,1
54,58.8,1.62,163.0,148.0,65.0,0.5,18.4,2.5,5,1,22.6,236.6,True,True,False,False,False,2
50,55.5,1.51,165.0,134.0,60.0,0.72,17.1,3.4,4,2,24.2,169.0,False,False,False,True,False,1
48,70.4,1.77,167.0,130.0,60.0,1.11,21.6,3.6,4,2,22.6,357.9,False,False,False,False,False,1
28,76.7,1.67,189.0,152.0,65.0,1.17,10.9,4.2,6,3,27.5,377.8,True,False,False,True,False,1
21,49.0,1.65,205.0,146.0,74.0,0.68,28.3,3.9,3,0,18.0,54.9,False,False,False,False,True,0
35,57.8,1.63,185.0,145.0,71.0,0.62,28.4,2.7,2,0,21.9,162.8,False,False,False,False,False,0
21,88.3,1.87,204.0,153.0,60.0,1.15,15.4,3.6,6,2,25.3,459.1,False,False,False,False,False,1
51,80.9,1.72,173.0,157.0,63.0,0.91,19.6,3.4,4,1,27.5,597.7,True,True,False,False,False,2
46,98.7,1.73,182.0,146.0,61.0,1.38,16.6,4.6,5,2,32.8,574.1,True,False,False,True,False,1
41,54.2,1.7,183.0,147.0,63.0,0.85,24.8,3.8,3,1,18.8,193.5,False,False,False,True,False,2
39,62.3,1.71,182.0,142.0,68.0,0.71,21.9,3.0,3,1,21.4,201.0,True,False,False,False,False,2
19,59.6,1.82,195.0,146.0,56.0,1.16,14.8,3.3,7,3,18.0,313.4,True,False,False,False,False,1
23,53.6,1.65,205.0,183.0,56.0,1.18,14.0,4.2,7,3,19.6,512.1,True,True,False,False,False,1
59,42.4,1.53,166.0,137.0,81.0,0.45,30.3,2.5,2,0,18.0,88.0,False,False,False,False,False,2
42,68.4,1.77,180.0,130.0,69.0,0.79,23.3,4.1,5,1,21.9,89.1,False,False,False,False,True,2
38,69.1,1.73,183.0,166.0,69.0,0.87,18.8,2.9,4,1,23.1,485.9,False,True,False,False,False,0
33,74.0,1.69,178.0,148.0,76.0,0.77,22.4,3.4,3,1,25.9,241.3,False,False,False,True,False,0
48,68.0,1.73,174.0,137.0,68.0,0.63,23.0,2.5,2,0,22.8,195.2,True,False,False,False,False,2
31,69.9,1.64,186.0,133.0,68.0,0.32,17.2,3.4,4,1,25.9,37.0,True,False,False,False,True,2
56,69.2,1.68,156.0,126.0,55.0,1.24,11.4,3.9,5,3,24.5,361.9,True,False,False,True,False,1
45,55.2,1.67,173.0,148.0,75.0,0.45,25.6,3.6,2,0,19.9,148.0,False,False,True,False,False,2
49,47.3,1.62,172.0,157.0,68.0,1.19,18.9,3.6,6,2,18.0,457.6,False,True,False,False,False,1
45,85.2,1.8,177.0,160.0,63.0,0.48,22.2,2.9,3,0,26.3,330.6,True,True,False,False,False,0
26,72.4,1.54,188.0,171.0,74.0,1.04,20.4,4.0,3,1,30.6,608.6,False,True,False,False,False,0
39,104.9,1.9,174.0,143.0,72.0,0.63,18.8,3.3,5,1,34.1,324.4,False,False,False,True,False,2
49,86.7,1.77,169.0,155.0,75.0,0.25,27.0,3.1,3,0,27.7,175.2,True,True,False,False,False,2
22,67.3,1.5,201.0,179.0,55.0,1.19,18.7,4.1,7,3,29.8,646.2,False,True,False,False,False,1
40,71.0,1.66,176.0,142.0,64.0,1.35,18.5,3.7,7,3,25.8,400.5,False,False,False,True,False,1
22,69.7,1.66,196.0,143.0,78.0,0.81,26.5,4.0,3,1,25.2,93.3,True,False,False,False,True,0
59,72.2,1.72,162.0,138.0,68.0,1.21,18.2,4.8,5,1,24.4,520.5,False,False,True,False,False,1
49,58.9,1.58,167.0,142.0,68.0,0.62,24.4,3.5,5,1,23.6,218.4,True,False,True,False,False,2
27,74.9,1.68,183.0,145.0,75.0,0.76,25.8,2.9,3,0,26.4,258.3,True,False,False,False,False,0
56,61.0,1.67,166.0,142.0,73.0,0.81,23.5,4.5,2,0,21.9,293.3,False,False,True,False,False,2
32,60.4,1.61,179.0,162.0,64.0,1.14,17.2,3.5,5,2,23.4,557.4,True,True,False,False,False,1
24,48.9,1.59,198.0,161.0,75.0,0.64,24.2,3.5,5,1,19.3,131.3,False,False,False,True,False,0
46,81.3,1.77,173.0,139.0,75.0,0.66,28.1,3.0,3,0,25.9,245.3,False,False,False,False,False,2
20,46.0,1.51,199.0,158.0,61.0,1.26,17.2,4.4,7,3,20.2,244.4,False,False,False,True,False,1
36,72.0,1.73,178.0,164.0,85.0,0.41,26.1,2.1,2,0,24.1,238.2,False,True,False,False,False,0
27,80.5,1.76,191.0,164.0,82.0,0.36,30.1,4.0,3,0,26.0,174.4,False,False,True,False,False,0
45,72.4,1.66,171.0,153.0,55.0,1.35,16.0,3.6,5,3,26.3,719.45,False,True,False,False,False,1
46,76.9,1.69,188.0,155.0,79.0,0.93,31.4,3.4,4,1,27.1,299.2,False,False,False,True,False,0
32,74.7,1.8,184.0,146.0,77.0,0.77,30.2,3.2,3,1,23.1,259.6,False,False,False,False,False,0
52,67.2,1.61,173.0,151.0,82.0,0.71,26.8,4.0,2,0,25.9,289.4,False,False,True,False,False,2
23,57.9,1.62,194.0,160.0,57.0,1.39,10.8,5.1,6,3,22.1,484.1,True,False,True,False,False,1
29,47.9,1.63,192.0,175.0,76.0,1.08,21.4,2.8,3,0,18.0,419.4,True,True,False,False,False,0
55,84.3,1.8,165.0,142.0,73.0,0.78,25.7,4.0,2,0,26.1,394.5,False,False,True,False,False,2
30,82.5,1.81,189.0,172.0,76.0,0.68,24.2,3.2,2,0,25.2,452.8,False,True,False,False,False,0
46,66.6,1.54,173.0,131.0,79.0,0.61,21.3,3.5,4,1,28.1,67.4,False,False,False,False,True,2
36,75.8,1.78,185.0,167.0,66.0,0.86,8.8,3.2,7,2,23.9,525.6,True,True,False,False,False,1
20,55.9,1.76,205.0,170.0,66.0,0.37,27.3,3.8,2,0,18.0,123.8,True,False,True,False,False,0
25,79.6,1.84,189.0,137.0,73.0,0.63,19.0,3.3,3,0,23.6,83.0,False,False,False,False,True,0
25,81.4,1.72,186.0,156.0,67.0,0.69,19.9,3.8,5,1,27.5,336.1,False,False,True,False,False,0
37,72.7,1.68,179.0,146.0,69.0,1.48,15.4,4.5,7,3,25.9,451.9,False,False,False,True,False,1
21,75.4,1.79,200.0,161.0,71.0,0.67,24.8,3.4,2,0,23.4,211.5,True,False,False,True,False,0
38,55.1,1.75,181.0,130.0,68.0,1.21,29.8,4.4,5,1,18.0,109.7,False,False,False,False,True,2
20,71.8,1.9,205.0,155.0,63.0,0.97,21.6,2.6,5,2,19.9,315.9,True,False,False,False,False,0
25,81.7,1.78,202.0,163.0,73.0,0.98,21.1,4.4,4,2,25.9,335.2,True,False,False,True,False,0
40,51.7,1.7,178.0,151.0,70.0,1.11,23.3,4.6,4,2,18.0,344.3,False,False,True,False,False,1
33,55.5,1.56,195.0,154.0,78.0,0.72,22.9,3.0,3,0,22.7,181.7,True,False,False,False,False,0
30,63.5,1.62,192.0,156.0,71.0,0.25,31.3,3.0,3,1,24.2,66.9,False,False,False,True,False,0
20,67.5,1.54,196.0,160.0,76.0,0.27,25.6,3.0,3,0,28.6,76.5,True,False,False,True,False,0
26,72.8,1.66,193.0,175.0,70.0,0.85,14.3,3.3,5,1,26.5,501.8,True,True,False,False,False,0
31,87.5,1.77,188.0,162.0,85.0,0.49,20.2,4.1,3,0,27.9,256.4,False,False,True,False,False,0
30,71.1,1.68,186.0,157.0,69.0,0.33,28.2,3.8,3,0,25.2,141.2,False,False,True,False,False,0
24,65.5,1.78,193.0,153.0,61.0,0.65,23.7,3.6,3,0,20.6,178.0,True,False,False,True,False,0
32,63.3,1.71,190.0,145.0,62.0,1.26,8.0,3.4,5,3,21.5,362.0,True,False,False,False,False,1
24,54.5,1.64,194.0,176.0,72.0,0.97,20.7,3.1,4,2,20.3,428.1,True,True,False,False,False,0
55,75.2,1.69,164.0,150.0,76.0,0.58,30.9,2.7,2,0,26.4,348.4,False,True,False,False,False,2
51,63.3,1.73,168.0,132.0,65.0,0.43,30.0,2.8,3,0,21.2,123.9,False,False,False,False,False,2
58,64.3,1.69,161.0,149.0,79.0,0.56,25.3,3.1,3,0,22.4,292.0,False,True,False,False,False,2
39,69.2,1.7,186.0,168.0,70.0,0.76,32.7,3.3,2,0,24.1,422.1,False,True,False,False,False,0
41,78.6,1.6,175.0,140.0,59.0,0.83,21.2,3.6,4,2,30.6,273.3,True,False,False,True,False,1
54,71.3,1.64,167.0,151.0,60.0,0.98,10.4,3.9,4,2,26.6,564.5,True,True,False,False,False,1
18,75.5,1.9,194.0,174.0,57.0,0.87,18.5,3.2,6,2,20.9,532.9,True,True,False,False,False,1
27,80.0,1.8,190.0,145.0,61.0,1.14,18.3,2.9,7,3,24.6,415.7,True,False,False,False,False,1
33,71.9,1.53,180.0,163.0,67.0,0.53,17.7,2.8,4,1,30.6,307.6,True,True,False,False,False,0
25,55.6,1.45,203.0,151.0,55.0,1.24,17.7,3.0,5,3,26.5,313.0,False,False,False,False,False,1
42,51.3,1.69,179.0,148.0,77.0,1.04,26.1,3.3,4,2,18.0,222.8,False,False,False,True,False,2
29,63.7,1.77,189.0,146.0,67.0,0.57,23.6,2.9,4,1,20.3,164.6,True,False,False,False,False,0
42,53.1,1.63,169.0,153.0,60.0,1.14,13.1,3.9,7,3,20.0,490.7,True,True,False,False,False,1
34,94.5,1.78,179.0,140.0,68.0,1.2,15.1,3.6,6,3,29.8,514.9,True,False,False,False,False,1
