Unnamed: 0,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),HR_Reserve_Ratio
9023,52,Male,61.4,1.56,167.0,152.0,66.0,0.72,HIIT,19.5,3.3,4,1,25.1,9.5,0.8514851485148515,8.089108910891088,357.6,0.8514851485148515
9024,27,Female,87.8,1.8,190.0,148.0,69.0,1.14,Cardio,21.4,3.7,6,2,27.0,7.0,0.6528925619834711,4.570247933884298,457.4,0.6528925619834711
9025,28,Female,96.6,1.84,192.0,139.0,74.0,0.99,Yoga,29.6,3.9,3,1,28.7,3.0,0.5508474576271186,1.652542372881356,158.0,0.5508474576271186
9026,31,Female,57.0,1.59,193.0,157.0,73.0,0.73,Strength,21.1,2.8,5,1,22.6,6.0,0.7,4.199999999999999,174.8,0.7
9027,55,Female,63.7,1.59,169.0,126.0,74.0,0.77,Yoga,21.1,3.8,4,1,25.2,3.0,0.5473684210526316,1.642105263157895,80.5,0.5473684210526316
9028,29,Female,75.1,1.72,194.0,175.0,64.0,1.16,HIIT,27.0,3.6,4,1,25.4,9.5,0.8538461538461538,8.111538461538462,706.6,0.8538461538461538
9029,34,Female,70.9,1.56,193.0,159.0,59.0,1.14,Mixed,17.3,4.1,4,2,29.1,8.0,0.746268656716418,5.970149253731344,482.5,0.746268656716418
9030,33,Male,72.2,1.63,187.0,159.0,76.0,0.51,Mixed,15.6,4.1,5,1,27.1,8.0,0.7477477477477478,5.981981981981982,220.3,0.7477477477477478
9031,52,Male,93.6,1.79,166.0,133.0,71.0,0.7,Cardio,24.0,3.0,5,1,29.2,7.0,0.6526315789473685,4.568421052631579,299.3,0.6526315789473685
9032,19,Female,55.4,1.75,200.0,147.0,81.0,0.61,Yoga,21.9,3.3,3,0,18.0,3.0,0.5546218487394958,1.6638655462184877,56.2,0.5546218487394958
9033,28,Male,75.3,1.88,188.0,168.0,57.0,1.18,HIIT,8.1,3.9,7,3,21.3,9.5,0.8473282442748091,8.049618320610687,715.2,0.8473282442748091
9034,58,Female,81.0,1.7,158.0,145.0,70.0,0.41,HIIT,31.8,2.5,3,0,28.1,9.5,0.8522727272727273,8.09659090909091,268.9,0.8522727272727273
9035,20,Female,69.0,1.62,204.0,170.0,69.0,0.97,Mixed,25.1,4.5,2,0,26.3,8.0,0.7481481481481481,5.985185185185185,400.6,0.7481481481481481
9036,46,Male,66.7,1.69,178.0,153.0,79.0,0.64,Mixed,18.7,3.6,3,0,23.5,8.0,0.7474747474747475,5.97979797979798,255.3,0.7474747474747475
9037,35,Male,61.3,1.66,172.0,135.0,66.0,0.95,Cardio,11.3,3.0,7,3,22.1,7.0,0.6509433962264151,4.556603773584905,265.4,0.6509433962264151
9038,37,Female,75.4,1.67,188.0,146.0,68.0,0.86,Cardio,25.5,2.8,7,2,27.2,7.0,0.65,4.55,295.0,0.65
9039,31,Female,50.7,1.68,187.0,169.0,68.0,0.67,HIIT,31.0,3.2,4,1,18.0,9.5,0.8487394957983193,8.063025210084033,273.9,0.8487394957983193
9040,51,Female,68.4,1.59,166.0,130.0,63.0,0.88,Cardio,21.4,3.2,6,3,27.2,7.0,0.6504854368932039,4.553398058252427,274.1,0.6504854368932039
9041,48,Male,71.1,1.71,170.0,138.0,63.0,1.16,Strength,20.8,4.2,7,3,24.4,6.0,0.7009345794392523,4.205607476635514,346.9,0.7009345794392523
9042,57,Female,52.2,1.54,157.0,113.0,60.0,0.69,Yoga,23.5,3.7,4,1,22.0,3.0,0.5463917525773195,1.6391752577319587,59.0,0.5463917525773195
9043,59,Female,67.3,1.61,160.0,133.0,68.0,0.81,Strength,27.0,3.9,4,1,26.0,6.0,0.7065217391304348,4.239130434782609,231.1,0.7065217391304348
9044,35,Male,62.5,1.67,195.0,148.0,61.0,1.37,Cardio,13.6,3.8,7,3,22.5,7.0,0.6492537313432836,4.544776119402985,389.1,0.6492537313432836
9045,47,Male,51.0,1.45,165.0,140.0,81.0,0.39,Strength,26.7,2.6,2,0,24.1,6.0,0.7023809523809523,4.2142857142857135,83.8,0.7023809523809523
9046,42,Male,73.5,1.76,181.0,142.0,70.0,0.88,Cardio,19.2,2.7,4,1,23.8,7.0,0.6486486486486487,4.54054054054054,293.7,0.6486486486486487
9047,36,Female,58.7,1.47,189.0,158.0,66.0,0.78,Mixed,23.8,4.5,5,2,27.0,8.0,0.7479674796747967,5.983739837398374,274.0,0.7479674796747967
9048,25,Female,75.2,1.75,198.0,138.0,65.0,0.74,Yoga,19.0,4.1,5,2,24.6,3.0,0.5488721804511278,1.6466165413533835,91.6,0.5488721804511278
9049,45,Male,43.3,1.55,183.0,135.0,76.0,0.79,Yoga,28.6,3.6,2,0,18.0,3.0,0.5514018691588785,1.6542056074766354,56.6,0.5514018691588785
9050,25,Female,49.5,1.64,200.0,180.0,68.0,0.43,HIIT,26.1,3.1,3,0,18.4,9.5,0.8484848484848485,8.06060606060606,171.6,0.8484848484848485
9051,48,Female,59.0,1.73,175.0,136.0,62.0,1.12,Cardio,26.6,3.3,4,2,19.7,7.0,0.6548672566371682,4.5840707964601775,302.9,0.6548672566371682
9052,20,Male,93.2,1.9,205.0,156.0,64.0,0.76,Cardio,18.8,3.1,2,0,25.8,7.0,0.6524822695035462,4.567375886524824,323.5,0.6524822695035462
9053,20,Male,75.1,1.69,205.0,168.0,58.0,1.16,Mixed,15.9,4.2,7,3,26.2,8.0,0.7482993197278912,5.98639455782313,521.5,0.7482993197278912
9054,39,Female,67.4,1.48,179.0,154.0,77.0,0.71,Mixed,28.8,3.9,2,0,30.7,8.0,0.7549019607843137,6.03921568627451,289.0,0.7549019607843137
9055,34,Male,62.9,1.78,189.0,146.0,66.0,0.88,Cardio,26.8,3.4,5,1,19.9,7.0,0.6504065040650406,4.5528455284552845,252.0,0.6504065040650406
9056,53,Male,80.3,1.66,166.0,141.0,69.0,0.85,Mixed,21.8,4.5,4,1,29.2,8.0,0.7422680412371134,5.938144329896907,405.3,0.7422680412371134
9057,34,Female,51.2,1.69,179.0,131.0,72.0,0.79,Yoga,18.7,3.8,4,1,18.0,3.0,0.5514018691588785,1.6542056074766354,66.9,0.5514018691588785
9058,31,Female,72.5,1.74,198.0,147.0,85.0,0.64,Yoga,23.3,4.1,3,0,24.1,3.0,0.5486725663716814,1.646017699115044,76.4,0.5486725663716814
9059,26,Female,53.1,1.46,191.0,150.0,75.0,0.51,Cardio,28.4,2.8,2,0,25.0,7.0,0.646551724137931,4.525862068965518,122.6,0.646551724137931
9060,47,Female,70.5,1.68,178.0,163.0,74.0,0.52,HIIT,24.6,2.6,5,1,25.0,9.5,0.8557692307692307,8.129807692307692,298.0,0.8557692307692307
9061,38,Female,61.1,1.64,185.0,133.0,69.0,0.82,Yoga,19.2,3.9,3,1,22.8,3.0,0.5517241379310345,1.6551724137931034,82.9,0.5517241379310345
9062,29,Female,79.5,1.8,187.0,135.0,72.0,0.87,Yoga,25.4,3.5,4,1,24.5,3.0,0.5478260869565217,1.643478260869565,113.7,0.5478260869565217
9063,54,Male,58.5,1.75,162.0,132.0,75.0,0.87,Cardio,28.5,3.4,3,0,19.1,7.0,0.6551724137931034,4.586206896551724,233.4,0.6551724137931034
9064,49,Male,63.2,1.52,173.0,128.0,73.0,0.5,Yoga,26.8,3.6,3,0,27.5,3.0,0.55,1.65,52.1,0.55
9065,28,Male,81.6,1.81,194.0,138.0,69.0,0.69,Yoga,26.4,4.0,3,1,25.0,3.0,0.552,1.656,93.2,0.552
9066,37,Female,75.7,1.72,181.0,146.0,81.0,0.29,Cardio,27.3,2.3,3,0,25.4,7.0,0.65,4.55,99.9,0.65
9067,52,Female,53.2,1.53,160.0,122.0,76.0,0.35,Yoga,27.0,3.3,2,0,22.9,3.0,0.5476190476190477,1.642857142857143,30.6,0.5476190476190477
9068,28,Female,64.5,1.69,196.0,150.0,64.0,0.46,Cardio,21.9,2.5,4,1,22.7,7.0,0.6515151515151515,4.5606060606060606,135.3,0.6515151515151515
9069,25,Female,83.0,1.78,180.0,164.0,68.0,0.5,HIIT,27.9,3.0,4,1,26.1,9.5,0.8571428571428571,8.142857142857142,337.9,0.8571428571428571
9070,21,Female,73.8,1.56,201.0,168.0,71.0,0.48,Mixed,26.4,4.3,2,0,30.4,8.0,0.7461538461538462,5.969230769230769,211.5,0.7461538461538462
9071,44,Male,60.9,1.82,182.0,146.0,80.0,0.74,Cardio,30.7,3.1,3,0,18.4,7.0,0.6470588235294118,4.529411764705882,204.1,0.6470588235294118
9072,57,Female,42.6,1.53,154.0,112.0,61.0,1.07,Yoga,12.4,3.9,7,2,18.2,3.0,0.5483870967741935,1.6451612903225803,75.0,0.5483870967741935
9073,55,Male,64.2,1.6,166.0,135.0,64.0,1.5,Strength,12.4,4.4,5,3,25.1,6.0,0.696078431372549,4.1764705882352935,402.2,0.696078431372549
9074,47,Female,57.0,1.59,171.0,148.0,80.0,0.7,Mixed,24.5,4.0,3,0,22.7,8.0,0.7472527472527473,5.978021978021978,238.5,0.7472527472527473
9075,44,Male,80.9,1.82,177.0,161.0,71.0,0.41,HIIT,19.1,2.7,4,1,24.5,9.5,0.8490566037735849,8.066037735849058,267.5,0.8490566037735849
9076,38,Male,63.6,1.63,187.0,157.0,68.0,1.03,Mixed,22.9,4.5,7,2,23.9,8.0,0.7478991596638656,5.983193277310924,391.9,0.7478991596638656
9077,37,Male,64.8,1.56,176.0,135.0,57.0,1.53,Cardio,20.1,4.2,7,3,26.5,7.0,0.6554621848739496,4.588235294117647,454.9,0.6554621848739496
9078,21,Male,68.0,1.72,198.0,144.0,79.0,0.36,Yoga,29.3,3.2,3,0,22.9,3.0,0.5462184873949579,1.638655462184874,40.1,0.5462184873949579
9079,28,Male,58.4,1.75,191.0,132.0,59.0,1.07,Yoga,16.7,4.5,6,2,19.2,3.0,0.553030303030303,1.659090909090909,103.7,0.553030303030303
9080,30,Male,63.6,1.75,180.0,163.0,68.0,0.72,HIIT,18.1,3.7,4,1,20.8,9.5,0.8482142857142857,8.058035714285714,369.0,0.8482142857142857
9081,26,Male,63.8,1.65,197.0,166.0,73.0,0.56,Mixed,25.6,3.9,3,0,23.4,8.0,0.75,6.0,214.4,0.75
9082,21,Female,55.2,1.71,205.0,185.0,70.0,1.2,HIIT,22.1,4.0,6,2,19.0,9.5,0.8518518518518519,8.092592592592593,536.1,0.8518518518518519
9083,29,Female,62.2,1.61,194.0,154.0,79.0,0.81,Cardio,18.0,2.9,3,1,23.9,7.0,0.6521739130434783,4.565217391304348,230.0,0.6521739130434783
9084,26,Male,82.7,1.85,195.0,164.0,73.0,0.61,Mixed,22.3,3.8,2,0,24.2,8.0,0.7459016393442623,5.967213114754099,301.0,0.7459016393442623
9085,30,Female,72.7,1.79,194.0,140.0,75.0,0.54,Yoga,36.7,3.6,3,0,22.6,3.0,0.5462184873949579,1.638655462184874,64.3,0.5462184873949579
9086,43,Female,79.4,1.79,174.0,156.0,55.0,1.48,HIIT,14.4,4.0,7,3,24.8,9.5,0.8487394957983193,8.063025210084033,947.5,0.8487394957983193
9087,55,Male,55.7,1.76,161.0,135.0,60.0,1.14,Mixed,15.3,5.199999999999999,7,3,18.0,8.0,0.7425742574257426,5.9405940594059405,377.2,0.7425742574257426
9088,59,Female,60.6,1.73,164.0,139.0,81.0,0.6,Strength,22.7,3.0,2,0,20.2,6.0,0.6987951807228916,4.19277108433735,152.4,0.6987951807228916
9089,30,Male,47.0,1.56,191.0,144.0,56.0,0.91,Cardio,14.0,3.1,7,2,19.4,7.0,0.6518518518518519,4.562962962962963,195.2,0.6518518518518519
9090,56,Female,83.6,1.74,166.0,143.0,75.0,0.41,Mixed,29.2,3.8,3,0,27.5,8.0,0.7472527472527473,5.978021978021978,204.9,0.7472527472527473
9091,45,Male,95.1,1.69,171.0,137.0,74.0,0.98,Cardio,19.6,2.4,3,1,33.2,7.0,0.6494845360824743,4.546391752577319,423.7,0.6494845360824743
9092,36,Female,66.8,1.81,176.0,124.0,60.0,1.4,Yoga,19.4,5.0,7,3,20.5,3.0,0.5517241379310345,1.6551724137931034,154.8,0.5517241379310345
9093,41,Male,71.5,1.76,174.0,144.0,74.0,0.63,Strength,29.5,3.5,3,0,23.1,6.0,0.7,4.199999999999999,189.2,0.7
9094,36,Female,63.9,1.74,180.0,165.0,79.0,0.7,HIIT,32.4,2.7,3,0,21.2,9.5,0.8514851485148515,8.089108910891088,361.8,0.8514851485148515
9095,30,Female,56.9,1.51,180.0,126.0,61.0,1.21,Yoga,22.6,3.5,7,2,24.9,3.0,0.5462184873949579,1.638655462184874,112.8,0.5462184873949579
9096,30,Female,60.2,1.67,192.0,173.0,61.0,0.93,HIIT,20.9,3.5,4,2,21.6,9.5,0.8549618320610687,8.122137404580153,454.7,0.8549618320610687
9097,45,Male,66.3,1.62,169.0,131.0,61.0,0.75,Cardio,25.0,2.8,5,1,25.1,7.0,0.6481481481481481,4.537037037037037,225.6,0.6481481481481481
9098,19,Male,77.5,1.71,194.0,137.0,67.0,0.82,Yoga,18.0,4.1,5,2,26.7,3.0,0.5511811023622047,1.6535433070866143,105.1,0.5511811023622047
9099,27,Female,51.3,1.64,192.0,146.0,61.0,1.34,Cardio,8.1,3.4,6,3,19.1,7.0,0.648854961832061,4.541984732824427,312.2,0.648854961832061
9100,39,Female,68.5,1.65,176.0,138.0,67.0,0.74,Cardio,25.2,3.0,4,1,25.1,7.0,0.6513761467889908,4.559633027522936,231.1,0.6513761467889908
9101,30,Male,53.6,1.73,182.0,154.0,71.0,0.61,Mixed,30.8,3.7,2,0,18.0,8.0,0.7477477477477478,5.981981981981982,195.6,0.7477477477477478
9102,26,Female,61.5,1.64,187.0,157.0,70.0,0.89,Mixed,19.4,3.9,4,1,23.0,8.0,0.7435897435897436,5.948717948717949,325.6,0.7435897435897436
9103,50,Female,65.0,1.69,173.0,124.0,65.0,1.1,Yoga,19.0,4.0,7,2,22.7,3.0,0.5462962962962963,1.6388888888888888,117.2,0.5462962962962963
9104,31,Male,53.9,1.53,187.0,170.0,69.0,0.37,HIIT,21.1,2.7,3,0,23.1,9.5,0.8559322033898306,8.131355932203391,162.2,0.8559322033898306
9105,37,Male,58.0,1.6,175.0,159.0,65.0,0.72,HIIT,33.1,2.9,2,0,22.8,9.5,0.8545454545454545,8.118181818181817,339.0,0.8545454545454545
9106,32,Female,67.1,1.75,195.0,176.0,66.0,1.0,HIIT,26.9,3.2,3,0,22.0,9.5,0.8527131782945736,8.10077519379845,543.6,0.8527131782945736
9107,49,Male,55.6,1.56,167.0,138.0,68.0,0.6,Strength,27.7,4.1,3,0,22.9,6.0,0.7070707070707071,4.242424242424242,141.5,0.7070707070707071
9108,50,Female,81.3,1.8,173.0,139.0,59.0,1.26,Strength,17.4,4.5,5,2,25.0,6.0,0.7017543859649122,4.2105263157894735,431.3,0.7017543859649122
9109,34,Female,79.2,1.78,185.0,152.0,75.0,0.27,Strength,24.7,3.3,3,0,25.1,6.0,0.7,4.199999999999999,89.8,0.7
9110,41,Male,66.9,1.65,179.0,145.0,65.0,1.02,Strength,10.9,3.5,4,2,24.5,6.0,0.7017543859649122,4.2105263157894735,287.3,0.7017543859649122
9111,47,Female,78.4,1.9,173.0,158.0,74.0,0.25,HIIT,27.6,2.3,3,0,21.7,9.5,0.8484848484848485,8.06060606060606,158.0,0.8484848484848485
9112,30,Male,92.2,1.8,183.0,141.0,62.0,1.4,Cardio,15.9,3.7,6,3,28.3,7.0,0.6528925619834711,4.570247933884298,589.9,0.6528925619834711
9113,33,Male,75.6,1.59,198.0,167.0,72.0,0.6,Mixed,26.6,3.9,5,1,30.1,8.0,0.753968253968254,6.031746031746032,273.6,0.753968253968254
9114,19,Female,58.0,1.75,197.0,179.0,77.0,0.52,HIIT,16.8,3.2,2,0,18.8,9.5,0.85,8.075,243.5,0.85
9115,34,Male,70.1,1.69,190.0,159.0,65.0,0.81,Mixed,21.0,4.3,7,2,24.7,8.0,0.752,6.016,341.6,0.752
9116,49,Female,56.8,1.6,167.0,152.0,65.0,1.01,HIIT,27.5,3.8,4,1,22.1,9.5,0.8529411764705882,8.102941176470589,464.8,0.8529411764705882
9117,25,Male,68.5,1.57,189.0,145.0,63.0,1.02,Cardio,25.2,3.2,3,1,27.7,7.0,0.6507936507936508,4.555555555555555,318.3,0.6507936507936508
9118,20,Female,75.8,1.78,205.0,183.0,57.0,1.02,HIIT,8.0,3.4,7,3,23.9,9.5,0.8513513513513513,8.087837837837837,625.3,0.8513513513513513
9119,29,Male,63.6,1.62,199.0,168.0,76.0,0.81,Mixed,17.8,3.8,4,1,24.2,8.0,0.7479674796747967,5.983739837398374,308.3,0.7479674796747967
9120,37,Female,72.4,1.67,185.0,169.0,77.0,0.8,HIIT,20.6,3.4,7,2,26.0,9.5,0.8518518518518519,8.092592592592593,468.7,0.8518518518518519
9121,33,Female,57.5,1.59,191.0,157.0,78.0,0.59,Strength,35.5,3.0,3,0,22.8,6.0,0.6991150442477876,4.1946902654867255,142.3,0.6991150442477876
9122,31,Male,79.1,1.61,183.0,131.0,67.0,0.73,Yoga,15.3,3.8,5,2,30.7,3.0,0.5517241379310345,1.6551724137931034,95.6,0.5517241379310345
9123,33,Female,72.4,1.67,190.0,141.0,80.0,0.45,Yoga,22.1,3.2,3,0,26.0,3.0,0.5545454545454546,1.6636363636363636,54.2,0.5545454545454546
9124,50,Female,81.9,1.72,173.0,157.0,68.0,1.19,HIIT,16.2,4.0,6,3,27.7,9.5,0.8476190476190476,8.052380952380952,784.8,0.8476190476190476
9125,47,Female,48.6,1.45,175.0,159.0,70.0,0.78,HIIT,28.4,3.1,2,0,23.1,9.5,0.8476190476190476,8.052380952380952,305.2,0.8476190476190476
9126,29,Female,66.5,1.68,199.0,182.0,85.0,0.54,HIIT,32.3,3.2,3,0,23.5,9.5,0.8508771929824561,8.083333333333334,290.3,0.8508771929824561
9127,32,Female,70.2,1.61,177.0,128.0,68.0,1.5,Yoga,11.1,4.5,7,3,27.2,3.0,0.5504587155963303,1.651376146788991,173.9,0.5504587155963303
9128,35,Female,88.9,1.82,184.0,155.0,68.0,0.48,Mixed,21.7,3.9,2,0,26.8,8.0,0.75,6.0,256.0,0.75
9129,45,Male,68.6,1.9,182.0,149.0,70.0,0.25,Strength,22.1,2.7,2,0,19.0,6.0,0.7053571428571429,4.232142857142858,72.6,0.7053571428571429
9130,40,Male,66.3,1.64,174.0,147.0,84.0,0.53,Strength,22.0,2.8,4,1,24.5,6.0,0.7,4.199999999999999,147.6,0.7
9131,31,Male,58.9,1.51,192.0,173.0,65.0,1.07,HIIT,13.8,3.5,7,3,25.9,9.5,0.8503937007874016,8.078740157480315,509.1,0.8503937007874016
9132,47,Male,67.2,1.69,171.0,122.0,62.0,1.52,Yoga,17.4,4.6,7,2,23.5,3.0,0.5504587155963303,1.651376146788991,168.7,0.5504587155963303
9133,50,Female,70.3,1.66,170.0,147.0,75.0,0.53,Mixed,35.5,3.5,3,0,25.5,8.0,0.7578947368421053,6.063157894736842,225.9,0.7578947368421053
9134,32,Female,83.3,1.88,183.0,131.0,69.0,0.86,Yoga,21.1,4.2,4,2,23.6,3.0,0.543859649122807,1.6315789473684212,116.9,0.543859649122807
9135,24,Male,61.4,1.85,205.0,166.0,74.0,0.88,Strength,16.3,3.6,3,1,18.0,6.0,0.7022900763358778,4.213740458015267,227.7,0.7022900763358778
9136,32,Female,58.5,1.77,182.0,148.0,67.0,1.48,Strength,17.6,4.5,5,3,18.8,6.0,0.7043478260869566,4.22608695652174,365.9,0.7043478260869566
9137,59,Male,73.3,1.62,160.0,129.0,71.0,0.89,Cardio,12.2,2.7,5,1,27.9,7.0,0.651685393258427,4.561797752808989,297.6,0.651685393258427
9138,55,Female,70.3,1.75,164.0,122.0,71.0,0.76,Yoga,27.2,4.2,4,1,23.0,3.0,0.5483870967741935,1.6451612903225803,87.9,0.5483870967741935
9139,28,Female,72.1,1.71,197.0,139.0,68.0,1.2,Yoga,26.3,4.3,3,1,24.8,3.0,0.5503875968992248,1.6511627906976742,142.9,0.5503875968992248
9140,46,Male,69.7,1.7,174.0,142.0,65.0,0.97,Strength,13.9,3.8,3,1,24.0,6.0,0.7064220183486238,4.238532110091743,286.6,0.7064220183486238
9141,48,Female,48.1,1.52,164.0,149.0,60.0,1.04,HIIT,23.6,3.3,4,2,20.7,9.5,0.8557692307692307,8.129807692307692,406.7,0.8557692307692307
9142,42,Male,70.6,1.79,175.0,130.0,74.0,0.87,Yoga,20.7,4.2,3,0,22.1,3.0,0.5544554455445545,1.6633663366336635,102.2,0.5544554455445545
9143,41,Male,72.4,1.69,168.0,154.0,77.0,0.6,HIIT,27.7,2.7,3,0,25.3,9.5,0.8461538461538461,8.038461538461538,349.2,0.8461538461538461
9144,36,Male,71.7,1.67,184.0,144.0,68.0,0.58,Cardio,24.2,2.6,2,0,25.7,7.0,0.6551724137931034,4.586206896551724,190.7,0.6551724137931034
9145,19,Female,86.0,1.62,205.0,168.0,80.0,0.66,Strength,24.6,3.2,3,1,32.8,6.0,0.704,4.224,239.8,0.704
9146,39,Female,56.6,1.6,180.0,131.0,72.0,0.43,Yoga,27.2,3.6,3,0,22.1,3.0,0.5462962962962963,1.6388888888888888,39.9,0.5462962962962963
9147,37,Male,89.9,1.71,185.0,168.0,71.0,0.6,HIIT,27.9,2.2,3,0,30.7,9.5,0.8508771929824561,8.083333333333334,436.0,0.8508771929824561
9148,50,Female,46.6,1.51,176.0,123.0,60.0,1.0,Yoga,8.0,4.0,7,3,20.6,3.0,0.5431034482758621,1.6293103448275863,75.9,0.5431034482758621
9149,25,Male,80.3,1.76,192.0,153.0,63.0,0.86,Strength,19.6,3.9,2,0,26.0,6.0,0.6976744186046512,4.186046511627907,289.1,0.6976744186046512
9150,42,Male,61.3,1.57,183.0,141.0,62.0,1.25,Cardio,20.8,3.6,7,3,24.7,7.0,0.6528925619834711,4.570247933884298,350.2,0.6528925619834711
9151,26,Female,51.1,1.47,204.0,152.0,55.0,1.14,Cardio,20.5,3.0,7,3,23.5,7.0,0.6510067114093959,4.557046979865771,265.5,0.6510067114093959
9152,51,Male,83.1,1.86,160.0,134.0,55.0,1.02,Mixed,14.3,4.6,4,2,24.0,8.0,0.7523809523809524,6.019047619047619,510.2,0.7523809523809524
9153,40,Female,54.7,1.59,186.0,153.0,76.0,0.85,Strength,29.8,3.6,2,0,21.5,6.0,0.7,4.199999999999999,195.3,0.7
9154,22,Female,71.4,1.61,191.0,139.0,76.0,0.61,Yoga,16.7,3.5,2,0,27.6,3.0,0.5478260869565217,1.643478260869565,71.6,0.5478260869565217
9155,42,Female,66.4,1.79,174.0,138.0,70.0,1.19,Cardio,21.4,3.4,7,3,20.6,7.0,0.6538461538461539,4.576923076923077,361.7,0.6538461538461539
9156,25,Male,87.9,1.87,201.0,138.0,61.0,1.645,Yoga,11.7,5.199999999999999,5,3,25.3,3.0,0.55,1.65,245.1,0.55
9157,33,Male,63.0,1.53,189.0,150.0,61.0,1.04,Strength,16.2,3.9,7,3,27.0,6.0,0.6953125,4.171875,273.3,0.6953125
9158,32,Female,74.1,1.58,186.0,148.0,60.0,1.16,Strength,16.4,4.1,7,3,29.5,6.0,0.6984126984126984,4.19047619047619,360.2,0.6984126984126984
9159,18,Female,70.7,1.59,205.0,184.0,62.0,0.31,HIIT,24.8,2.7,3,0,27.9,9.5,0.8531468531468531,8.104895104895105,177.6,0.8531468531468531
9160,39,Male,82.7,1.77,179.0,163.0,70.0,1.02,HIIT,15.7,4.0,3,1,26.3,9.5,0.8532110091743119,8.105504587155963,683.7,0.8532110091743119
9161,20,Female,72.9,1.84,205.0,163.0,65.0,1.01,Strength,25.4,3.8,7,2,21.4,6.0,0.7,4.199999999999999,309.2,0.7
9162,55,Female,51.5,1.57,163.0,150.0,74.0,0.88,HIIT,32.0,3.2,2,0,20.9,9.5,0.8539325842696629,8.112359550561797,367.7,0.8539325842696629
9163,31,Male,64.5,1.82,191.0,147.0,66.0,0.95,Cardio,21.3,2.8,3,1,19.4,7.0,0.648,4.5360000000000005,277.9,0.648
9164,53,Male,49.4,1.61,169.0,156.0,78.0,0.32,HIIT,26.6,2.6,3,0,19.1,9.5,0.8571428571428571,8.142857142857142,128.7,0.8571428571428571
9165,35,Male,70.5,1.71,185.0,168.0,70.0,0.47,HIIT,22.8,2.9,3,0,24.0,9.5,0.8521739130434782,8.095652173913043,268.2,0.8521739130434782
9166,58,Female,50.9,1.55,155.0,128.0,79.0,0.29,Cardio,30.4,2.2,3,0,21.1,7.0,0.6447368421052632,4.5131578947368425,66.6,0.6447368421052632
9167,35,Male,80.1,1.67,186.0,159.0,77.0,0.42,Mixed,20.6,3.6,2,0,28.8,8.0,0.7522935779816514,6.018348623853211,202.5,0.7522935779816514
9168,20,Male,60.4,1.67,197.0,155.0,77.0,0.3,Cardio,20.4,2.5,4,1,21.7,7.0,0.65,4.55,82.4,0.65
9169,27,Male,66.2,1.65,191.0,135.0,68.0,0.79,Yoga,21.5,4.0,5,1,24.4,3.0,0.5447154471544715,1.6341463414634143,85.5,0.5447154471544715
9170,56,Male,67.8,1.72,167.0,129.0,82.0,0.68,Yoga,29.5,3.7,3,0,22.9,3.0,0.5529411764705883,1.6588235294117648,76.5,0.5529411764705883
9171,18,Male,45.9,1.58,205.0,156.0,66.0,0.94,Cardio,18.9,3.2,6,2,18.4,7.0,0.6474820143884892,4.532374100719425,195.6,0.6474820143884892
9172,44,Male,71.8,1.59,172.0,155.0,60.0,1.32,HIIT,11.9,3.8,6,3,28.4,9.5,0.8482142857142857,8.058035714285714,763.7,0.8482142857142857
9173,44,Male,79.6,1.72,177.0,140.0,71.0,0.46,Cardio,26.6,2.4,2,0,26.8,7.0,0.6509433962264151,4.556603773584905,166.8,0.6509433962264151
9174,28,Female,89.7,1.81,192.0,175.0,77.0,0.64,HIIT,26.0,4.1,2,0,27.2,9.5,0.8521739130434782,8.095652173913043,464.8,0.8521739130434782
9175,22,Male,74.3,1.68,194.0,176.0,73.0,0.35,HIIT,19.6,2.9,2,0,26.4,9.5,0.8512396694214877,8.086776859504132,210.3,0.8512396694214877
9176,24,Female,62.8,1.73,192.0,135.0,65.0,1.03,Yoga,23.9,4.0,6,2,21.0,3.0,0.5511811023622047,1.6535433070866143,107.0,0.5511811023622047
9177,36,Female,64.9,1.76,180.0,132.0,74.0,0.89,Yoga,24.9,4.4,4,1,21.0,3.0,0.5471698113207547,1.641509433962264,94.8,0.5471698113207547
9178,46,Male,80.2,1.76,174.0,148.0,70.0,0.82,Mixed,22.7,4.6,3,1,25.8,8.0,0.75,6.0,394.6,0.75
9179,32,Female,75.8,1.58,186.0,137.0,77.0,0.54,Yoga,23.2,3.4,2,0,30.2,3.0,0.5504587155963303,1.651376146788991,67.6,0.5504587155963303
9180,52,Male,65.6,1.6,169.0,137.0,78.0,1.02,Cardio,16.4,3.0,4,1,25.5,7.0,0.6483516483516484,4.538461538461538,303.7,0.6483516483516484
9181,54,Female,72.4,1.61,162.0,117.0,63.0,1.2,Yoga,13.7,4.3,6,3,27.9,3.0,0.5454545454545454,1.6363636363636362,142.2,0.5454545454545454
9182,29,Male,76.8,1.87,190.0,172.0,72.0,0.67,HIIT,27.0,3.5,2,0,21.9,9.5,0.847457627118644,8.050847457627118,414.3,0.847457627118644
9183,47,Female,85.1,1.73,173.0,157.0,68.0,0.96,HIIT,31.3,3.6,5,1,28.4,9.5,0.8476190476190476,8.052380952380952,657.8,0.8476190476190476
