Unnamed: 0,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),HR_Reserve_Ratio,Cluster
7317,48,Male,65.9,1.69,171.0,155.0,64.0,0.72,HIIT,18.5,3.4,4,2,22.9,9.5,0.8504672897196262,8.07943925233645,383.4,0.8504672897196262,0
7318,46,Male,57.5,1.48,175.0,140.0,75.0,0.85,Cardio,25.3,3.1,3,1,26.3,7.0,0.65,4.55,222.4,0.65,1
7319,26,Male,48.7,1.48,202.0,144.0,73.0,0.96,Yoga,9.4,3.9,6,2,22.4,3.0,0.5503875968992248,1.6511627906976742,77.2,0.5503875968992248,0
7320,32,Female,99.8,1.9,187.0,134.0,71.0,0.58,Yoga,27.0,3.7,3,1,27.7,3.0,0.5431034482758621,1.6293103448275863,94.3,0.5431034482758621,1
7321,47,Male,73.9,1.74,171.0,155.0,60.0,1.34,HIIT,16.8,4.5,6,3,24.4,9.5,0.8558558558558559,8.13063063063063,805.1,0.8558558558558559,0
7322,43,Male,79.7,1.69,178.0,163.0,72.0,0.83,HIIT,20.9,2.8,5,1,27.8,9.5,0.8584905660377359,8.15566037735849,539.5,0.8584905660377359,1
7323,27,Male,88.7,1.72,197.0,163.0,61.0,1.15,Mixed,15.7,4.4,5,2,30.1,8.0,0.75,6.0,612.0,0.75,0
7324,46,Male,75.2,1.69,182.0,145.0,78.0,0.59,Cardio,22.7,2.5,2,0,26.2,7.0,0.6442307692307693,4.509615384615385,200.1,0.6442307692307693,1
7325,33,Female,74.8,1.78,184.0,165.0,61.0,1.38,HIIT,18.4,4.3,7,3,23.6,9.5,0.8455284552845529,8.032520325203253,829.1,0.8455284552845529,0
7326,53,Male,61.9,1.62,166.0,149.0,55.0,1.3,HIIT,12.7,4.0,7,3,23.7,9.5,0.8468468468468469,8.045045045045045,647.4,0.8468468468468469,0
7327,37,Female,51.9,1.7,184.0,127.0,59.0,1.1,Yoga,23.6,4.2,4,2,18.0,3.0,0.544,1.632,93.2,0.544,0
7328,54,Female,61.3,1.7,165.0,137.0,55.0,1.03,Mixed,17.3,4.6,5,3,21.1,8.0,0.7454545454545455,5.963636363636364,376.5,0.7454545454545455,0
7329,39,Male,68.8,1.58,178.0,153.0,78.0,0.97,Mixed,26.2,4.1,3,0,27.7,8.0,0.75,6.0,400.4,0.75,1
7330,24,Male,91.1,1.81,195.0,155.0,63.0,0.92,Strength,15.1,3.6,7,2,27.9,6.0,0.696969696969697,4.181818181818182,350.5,0.696969696969697,0
7331,40,Female,56.3,1.64,174.0,139.0,75.0,0.3,Cardio,33.9,2.0000000000000004,3,0,21.1,7.0,0.6464646464646465,4.525252525252526,76.4,0.6464646464646465,1
7332,58,Male,78.3,1.78,159.0,134.0,77.0,0.92,Strength,23.6,4.0,3,1,24.7,6.0,0.6951219512195121,4.170731707317072,300.4,0.6951219512195121,1
7333,57,Female,66.5,1.69,157.0,134.0,67.0,0.96,Mixed,18.5,4.6,5,2,23.2,8.0,0.7444444444444445,5.955555555555556,380.2,0.7444444444444445,0
7334,46,Male,90.9,1.84,174.0,124.0,62.0,1.19,Yoga,18.7,4.2,5,2,26.8,3.0,0.5535714285714286,1.6607142857142858,179.6,0.5535714285714286,0
7335,33,Female,81.5,1.58,185.0,129.0,60.0,1.04,Yoga,21.1,4.2,6,2,32.8,3.0,0.552,1.656,140.4,0.552,0
7336,55,Female,66.3,1.57,162.0,132.0,77.0,0.63,Cardio,30.1,2.7,2,0,26.8,7.0,0.6470588235294118,4.529411764705882,189.2,0.6470588235294118,1
7337,45,Female,53.9,1.59,175.0,145.0,55.0,1.11,Mixed,16.7,3.9,7,3,21.3,8.0,0.75,6.0,359.0,0.75,0
7338,55,Male,67.9,1.69,153.0,121.0,81.0,0.35,Yoga,30.3,3.5,3,0,23.7,3.0,0.5555555555555556,1.6666666666666667,39.6,0.5555555555555556,1
7339,48,Female,99.6,1.83,170.0,156.0,71.0,0.82,HIIT,23.1,3.0,5,1,29.6,9.5,0.8585858585858586,8.156565656565656,666.2,0.8585858585858586,1
7340,31,Female,62.1,1.84,190.0,145.0,61.0,1.1,Cardio,18.3,3.4,5,3,18.4,7.0,0.6511627906976745,4.558139534883721,311.4,0.6511627906976745,0
7341,50,Male,45.3,1.45,175.0,157.0,55.0,1.12,HIIT,12.2,3.8,6,3,21.5,9.5,0.85,8.075,409.7,0.85,0
7342,26,Male,78.0,1.7,197.0,165.0,68.0,1.14,Mixed,16.1,4.2,7,2,26.8,8.0,0.751937984496124,6.015503875968992,534.9,0.751937984496124,0
7343,44,Female,61.3,1.45,182.0,156.0,76.0,1.24,Mixed,23.4,4.0,5,1,29.2,8.0,0.7547169811320755,6.037735849056604,458.9,0.7547169811320755,0
7344,41,Female,81.8,1.76,172.0,156.0,69.0,1.24,HIIT,23.9,3.7,5,1,26.4,9.5,0.8446601941747572,8.024271844660193,813.9,0.8446601941747572,0
7345,30,Male,69.3,1.79,195.0,159.0,75.0,1.01,Strength,18.9,4.2,4,1,21.6,6.0,0.7,4.199999999999999,294.0,0.7,1
7346,43,Female,73.4,1.68,178.0,140.0,68.0,0.96,Cardio,25.2,2.7,5,1,26.1,7.0,0.6545454545454545,4.581818181818182,322.9,0.6545454545454545,1
7347,46,Male,73.1,1.69,171.0,155.0,65.0,1.13,HIIT,12.8,4.1,7,2,25.7,9.5,0.8490566037735849,8.066037735849058,666.3,0.8490566037735849,0
7348,45,Male,72.3,1.69,176.0,161.0,75.0,0.92,HIIT,21.0,3.8,5,2,25.4,9.5,0.8514851485148515,8.089108910891088,538.1,0.8514851485148515,0
7349,45,Male,60.6,1.6,191.0,154.0,68.0,0.58,Strength,26.4,3.4,4,1,23.6,6.0,0.6991869918699187,4.195121951219512,147.5,0.6991869918699187,1
7350,25,Female,71.9,1.72,196.0,138.0,68.0,1.16,Yoga,10.1,4.3,4,2,24.2,3.0,0.546875,1.640625,136.8,0.546875,0
7351,40,Male,55.9,1.66,180.0,141.0,68.0,0.69,Cardio,20.6,2.6,4,1,20.4,7.0,0.6517857142857143,4.5625,176.0,0.6517857142857143,1
7352,46,Female,104.9,1.77,178.0,148.0,76.0,0.83,Strength,28.7,3.8,3,0,33.9,6.0,0.7058823529411765,4.235294117647059,374.7,0.7058823529411765,1
7353,22,Female,68.6,1.67,197.0,177.0,63.0,1.14,HIIT,16.9,3.6,7,3,24.6,9.5,0.8507462686567164,8.082089552238806,632.1,0.8507462686567164,0
7354,59,Male,66.5,1.59,157.0,111.0,55.0,1.1,Yoga,15.1,4.2,6,3,26.2,3.0,0.5490196078431373,1.647058823529412,120.5,0.5490196078431373,0
7355,24,Male,53.9,1.53,203.0,170.0,71.0,0.95,Mixed,25.1,4.2,2,0,23.1,8.0,0.75,6.0,307.2,0.75,1
7356,59,Male,61.1,1.49,154.0,115.0,68.0,1.2,Yoga,15.7,4.3,7,2,27.4,3.0,0.5465116279069767,1.63953488372093,120.2,0.5465116279069767,0
7357,53,Male,61.7,1.81,167.0,143.0,71.0,0.94,Mixed,18.1,4.5,5,1,18.8,8.0,0.75,6.0,348.0,0.75,0
7358,58,Female,48.1,1.63,162.0,137.0,81.0,0.41,Strength,30.1,3.2,2,0,18.0,6.0,0.691358024691358,4.148148148148148,81.8,0.691358024691358,1
7359,44,Female,70.1,1.71,172.0,147.0,71.0,0.76,Mixed,26.0,3.8,3,1,23.9,8.0,0.7524752475247525,6.01980198019802,320.7,0.7524752475247525,1
7360,19,Male,104.9,1.86,194.0,167.0,84.0,0.69,Mixed,29.5,4.6,3,0,32.2,8.0,0.7545454545454545,6.036363636363636,463.6,0.7545454545454545,1
7361,42,Female,76.0,1.62,177.0,161.0,68.0,0.48,HIIT,22.7,3.0,7,2,28.8,9.5,0.8532110091743119,8.105504587155963,295.7,0.8532110091743119,0
7362,26,Male,54.3,1.62,196.0,168.0,84.0,0.55,Mixed,23.3,3.7,2,0,20.8,8.0,0.75,6.0,179.2,0.75,1
7363,44,Female,72.4,1.67,181.0,157.0,83.0,0.44,Mixed,30.5,3.3,2,0,26.1,8.0,0.7551020408163265,6.040816326530612,192.4,0.7551020408163265,1
7364,18,Female,60.8,1.68,198.0,154.0,72.0,0.81,Cardio,28.0,2.6,2,0,21.5,7.0,0.6507936507936508,4.555555555555555,224.4,0.6507936507936508,1
7365,40,Female,89.8,1.87,176.0,162.0,82.0,0.68,HIIT,22.8,3.1,2,0,25.7,9.5,0.851063829787234,8.085106382978724,493.7,0.851063829787234,1
7366,27,Male,87.8,1.84,201.0,161.0,70.0,0.84,Strength,22.0,3.3,6,2,26.0,6.0,0.6946564885496184,4.16793893129771,307.4,0.6946564885496184,0
7367,59,Female,84.1,1.74,159.0,133.0,74.0,0.92,Strength,27.7,3.8,5,1,27.7,6.0,0.6941176470588235,4.164705882352941,322.2,0.6941176470588235,1
7368,42,Female,59.9,1.82,176.0,148.0,81.0,0.87,Strength,27.9,3.3,2,0,18.0,6.0,0.7052631578947368,4.231578947368421,220.5,0.7052631578947368,1
7369,20,Female,52.3,1.66,205.0,163.0,63.0,0.59,Strength,17.0,3.3,5,2,18.9,6.0,0.704225352112676,4.225352112676056,130.4,0.704225352112676,0
7370,23,Female,69.3,1.71,189.0,138.0,77.0,0.52,Yoga,25.2,3.7,3,0,23.7,3.0,0.5446428571428571,1.6339285714285712,58.9,0.5446428571428571,1
7371,23,Male,54.1,1.65,191.0,148.0,68.0,0.68,Cardio,20.7,2.7,3,1,19.9,7.0,0.6504065040650406,4.5528455284552845,167.5,0.6504065040650406,1
7372,19,Female,47.1,1.55,205.0,187.0,85.0,0.8,HIIT,29.9,3.6,3,0,19.6,9.5,0.85,8.075,304.3,0.85,1
7373,35,Male,81.3,1.8,182.0,164.0,61.0,1.09,HIIT,16.7,3.9,4,2,25.1,9.5,0.8512396694214877,8.086776859504132,716.6,0.8512396694214877,0
7374,40,Male,61.1,1.73,177.0,126.0,64.0,1.22,Yoga,20.0,4.3,3,1,20.3,3.0,0.5486725663716814,1.646017699115044,122.7,0.5486725663716814,0
7375,19,Female,93.4,1.68,199.0,179.0,66.0,0.94,HIIT,17.1,2.4,3,1,33.0,9.5,0.849624060150376,8.071428571428571,708.6,0.849624060150376,1
7376,29,Female,61.7,1.68,189.0,153.0,70.0,0.98,Strength,16.9,3.9,4,1,21.9,6.0,0.6974789915966386,4.184873949579831,253.0,0.6974789915966386,0
7377,39,Male,53.6,1.53,179.0,132.0,75.0,0.86,Yoga,12.7,4.3,2,0,22.9,3.0,0.5480769230769231,1.6442307692307694,75.8,0.5480769230769231,1
7378,54,Male,63.1,1.58,167.0,138.0,69.0,0.91,Strength,19.5,4.1,4,2,25.2,6.0,0.7040816326530612,4.224489795918368,242.6,0.7040816326530612,0
7379,37,Male,52.9,1.71,189.0,136.0,70.0,1.07,Yoga,23.7,3.7,5,1,18.0,3.0,0.5546218487394958,1.6638655462184877,94.2,0.5546218487394958,0
7380,56,Female,68.9,1.63,160.0,132.0,68.0,0.55,Strength,25.3,3.5,5,1,26.0,6.0,0.6956521739130435,4.173913043478261,158.2,0.6956521739130435,1
7381,41,Female,69.7,1.66,176.0,151.0,77.0,0.61,Mixed,34.1,4.0,2,0,25.4,8.0,0.7474747474747475,5.97979797979798,254.2,0.7474747474747475,1
7382,37,Male,63.0,1.67,183.0,167.0,76.0,0.6,HIIT,18.1,3.0,4,1,22.6,9.5,0.8504672897196262,8.07943925233645,305.4,0.8504672897196262,1
7383,18,Male,65.2,1.61,205.0,160.0,76.0,0.79,Cardio,25.9,2.9,3,0,25.1,7.0,0.6511627906976745,4.558139534883721,234.8,0.6511627906976745,1
7384,18,Male,64.5,1.58,201.0,163.0,74.0,0.73,Strength,16.1,3.6,3,1,25.7,6.0,0.7007874015748031,4.2047244094488185,198.0,0.7007874015748031,1
7385,34,Female,68.6,1.52,182.0,166.0,75.0,0.57,HIIT,30.2,3.4,2,0,29.7,9.5,0.8504672897196262,8.07943925233645,315.9,0.8504672897196262,1
7386,18,Female,94.3,1.67,192.0,173.0,64.0,0.89,HIIT,21.7,3.5,5,2,34.0,9.5,0.8515625,8.08984375,679.0,0.8515625,0
7387,47,Male,59.9,1.74,169.0,128.0,78.0,0.89,Yoga,25.5,3.9,3,0,19.8,3.0,0.5494505494505495,1.6483516483516485,87.9,0.5494505494505495,1
7388,58,Female,43.2,1.52,158.0,143.0,61.0,1.26,HIIT,14.8,4.4,7,3,18.8,9.5,0.845360824742268,8.030927835051546,437.1,0.845360824742268,0
7389,20,Male,68.7,1.68,194.0,162.0,65.0,0.95,Mixed,13.0,4.4,6,3,24.4,8.0,0.751937984496124,6.015503875968992,392.6,0.751937984496124,0
7390,28,Female,52.5,1.71,192.0,136.0,68.0,1.51,Yoga,14.1,4.9,7,3,18.0,3.0,0.5483870967741935,1.6451612903225803,130.4,0.5483870967741935,0
7391,41,Male,66.5,1.58,178.0,160.0,59.0,1.38,HIIT,13.5,3.8,6,3,26.6,9.5,0.8487394957983193,8.063025210084033,739.9,0.8487394957983193,0
7392,39,Female,81.2,1.82,188.0,151.0,63.0,1.11,Strength,12.4,4.5,5,3,24.5,6.0,0.704,4.224,380.7,0.704,0
7393,43,Female,68.6,1.64,178.0,127.0,65.0,1.39,Yoga,16.1,4.5,7,3,25.5,3.0,0.5486725663716814,1.646017699115044,157.0,0.5486725663716814,0
7394,30,Female,63.5,1.67,195.0,154.0,77.0,0.47,Cardio,35.5,2.7,3,0,22.8,7.0,0.652542372881356,4.567796610169491,136.3,0.652542372881356,1
7395,18,Female,69.3,1.66,201.0,156.0,73.0,0.85,Cardio,20.8,3.3,5,1,25.0,7.0,0.6484375,4.5390625,267.4,0.6484375,1
7396,41,Female,58.5,1.5,175.0,160.0,76.0,0.66,HIIT,30.4,2.9,3,0,25.9,9.5,0.8484848484848485,8.06060606060606,311.2,0.8484848484848485,1
7397,27,Female,78.7,1.78,196.0,165.0,71.0,0.69,Mixed,30.3,4.1,4,1,24.8,8.0,0.752,6.016,326.7,0.752,1
7398,52,Female,46.7,1.58,162.0,140.0,73.0,0.85,Mixed,25.2,3.9,4,1,18.6,8.0,0.7528089887640449,6.022471910112359,239.1,0.7528089887640449,1
7399,41,Male,67.7,1.66,185.0,153.0,57.0,0.58,Mixed,15.4,4.3,7,3,24.7,8.0,0.75,6.0,235.6,0.75,0
7400,45,Male,95.1,1.74,171.0,131.0,55.0,1.12,Cardio,17.3,3.3,7,3,31.4,7.0,0.6551724137931034,4.586206896551724,488.5,0.6551724137931034,0
7401,53,Male,83.2,1.83,171.0,156.0,75.0,0.36,HIIT,22.9,3.1,2,0,25.0,9.5,0.84375,8.015625,240.1,0.84375,1
7402,33,Female,60.7,1.57,189.0,147.0,69.0,1.0,Cardio,16.6,3.0,4,1,24.5,7.0,0.65,4.55,276.2,0.65,1
7403,57,Female,80.9,1.64,158.0,146.0,78.0,0.39,HIIT,23.8,2.8,3,1,30.2,9.5,0.85,8.075,254.8,0.85,1
7404,33,Female,69.5,1.82,193.0,151.0,71.0,0.45,Cardio,21.6,2.3,5,1,21.0,7.0,0.6557377049180327,4.590163934426229,143.6,0.6557377049180327,1
7405,34,Male,82.1,1.73,196.0,159.0,73.0,0.69,Strength,26.5,3.2,3,1,27.6,6.0,0.6991869918699187,4.195121951219512,237.6,0.6991869918699187,1
7406,32,Male,66.8,1.75,184.0,127.0,58.0,1.17,Yoga,9.0,4.4,7,3,21.9,3.0,0.5476190476190477,1.642857142857143,128.4,0.5476190476190477,0
7407,33,Male,70.3,1.57,184.0,127.0,57.0,1.23,Yoga,17.2,4.4,6,3,28.3,3.0,0.5511811023622047,1.6535433070866143,143.0,0.5511811023622047,0
7408,32,Male,73.3,1.64,188.0,147.0,71.0,1.11,Cardio,24.3,2.9,3,0,27.2,7.0,0.6495726495726496,4.547008547008547,370.0,0.6495726495726496,1
7409,51,Male,61.8,1.66,173.0,158.0,69.0,0.48,HIIT,27.3,3.1,3,0,22.4,9.5,0.8557692307692307,8.129807692307692,241.2,0.8557692307692307,1
7410,28,Male,58.3,1.59,198.0,179.0,69.0,1.05,HIIT,13.4,3.7,6,2,22.9,9.5,0.8527131782945736,8.10077519379845,495.9,0.8527131782945736,0
7411,18,Female,63.9,1.51,200.0,167.0,67.0,0.77,Mixed,14.2,3.5,7,2,27.9,8.0,0.7518796992481203,6.015037593984962,296.0,0.7518796992481203,0
7412,32,Male,47.8,1.63,189.0,161.0,77.0,0.82,Mixed,21.6,3.8,4,1,18.0,8.0,0.75,6.0,235.2,0.75,1
7413,43,Female,73.3,1.82,175.0,136.0,63.0,1.12,Cardio,16.1,3.5,7,3,22.2,7.0,0.6517857142857143,4.5625,374.6,0.6517857142857143,0
7414,21,Male,75.3,1.69,197.0,179.0,76.0,0.25,HIIT,23.4,2.6,3,0,26.5,9.5,0.8512396694214877,8.086776859504132,152.2,0.8512396694214877,1
7415,22,Male,75.2,1.82,195.0,155.0,60.0,0.97,Strength,25.4,4.0,3,1,22.8,6.0,0.7037037037037037,4.222222222222222,308.0,0.7037037037037037,1
7416,52,Female,70.7,1.7,161.0,120.0,70.0,1.18,Yoga,18.6,4.3,6,3,24.5,3.0,0.5494505494505495,1.6483516483516485,137.5,0.5494505494505495,0
7417,30,Female,46.3,1.6,194.0,175.0,65.0,1.16,HIIT,21.9,3.6,7,2,18.0,9.5,0.8527131782945736,8.10077519379845,435.1,0.8527131782945736,0
7418,27,Female,67.3,1.81,194.0,160.0,60.0,0.55,Mixed,20.1,3.3,4,1,20.6,8.0,0.746268656716418,5.970149253731344,221.0,0.746268656716418,1
7419,28,Male,77.3,1.7,200.0,156.0,76.0,0.48,Cardio,25.1,2.0000000000000004,3,0,26.7,7.0,0.6451612903225806,4.516129032258064,167.6,0.6451612903225806,1
7420,35,Male,66.2,1.78,189.0,171.0,71.0,0.39,HIIT,19.4,2.5,2,0,21.0,9.5,0.847457627118644,8.050847457627118,207.9,0.847457627118644,1
7421,51,Female,46.5,1.57,167.0,152.0,66.0,0.66,HIIT,29.0,3.3,5,1,18.8,9.5,0.8514851485148515,8.089108910891088,248.3,0.8514851485148515,1
7422,56,Male,89.9,1.78,158.0,128.0,71.0,0.74,Cardio,23.0,2.4,4,1,28.2,7.0,0.6551724137931034,4.586206896551724,305.1,0.6551724137931034,1
7423,58,Female,83.2,1.79,171.0,140.0,67.0,0.56,Strength,19.3,3.0,5,1,26.1,6.0,0.7019230769230769,4.211538461538462,196.2,0.7019230769230769,1
7424,59,Male,57.4,1.71,153.0,113.0,65.0,1.23,Yoga,8.0,4.1,7,3,19.6,3.0,0.5454545454545454,1.6363636363636362,115.5,0.5454545454545454,0
7425,40,Male,62.8,1.6,178.0,147.0,74.0,0.49,Strength,26.9,3.2,3,0,24.6,6.0,0.7019230769230769,4.211538461538462,129.6,0.7019230769230769,1
7426,24,Male,55.5,1.68,194.0,159.0,77.0,0.32,Strength,22.0,3.8,3,0,19.8,6.0,0.7008547008547008,4.205128205128204,74.7,0.7008547008547008,1
7427,56,Female,70.9,1.74,161.0,140.0,78.0,0.57,Mixed,26.9,4.0,2,0,23.4,8.0,0.7469879518072289,5.975903614457831,241.5,0.7469879518072289,1
7428,20,Male,71.7,1.7,196.0,137.0,66.0,1.0,Yoga,18.6,4.2,6,2,24.7,3.0,0.5461538461538461,1.6384615384615384,117.5,0.5461538461538461,0
7429,29,Female,62.9,1.74,185.0,148.0,61.0,1.18,Strength,11.9,3.9,7,3,20.8,6.0,0.7016129032258065,4.209677419354839,312.5,0.7016129032258065,0
7430,24,Female,85.6,1.78,192.0,173.0,61.0,1.645,HIIT,16.0,4.4,7,3,27.0,9.5,0.8549618320610687,8.122137404580153,1244.5,0.8549618320610687,0
7431,43,Female,72.0,1.62,177.0,161.0,72.0,0.78,HIIT,18.2,3.4,4,2,27.6,9.5,0.8476190476190476,8.052380952380952,452.2,0.8476190476190476,1
7432,50,Female,61.3,1.56,172.0,148.0,79.0,0.58,Mixed,25.8,4.0,2,0,25.1,8.0,0.7419354838709677,5.935483870967742,211.0,0.7419354838709677,1
7433,54,Female,72.1,1.68,163.0,122.0,72.0,0.75,Yoga,28.6,3.6,3,0,25.7,3.0,0.5494505494505495,1.6483516483516485,89.1,0.5494505494505495,1
7434,32,Female,49.3,1.65,185.0,140.0,55.0,1.26,Cardio,15.6,3.1,6,3,18.2,7.0,0.6538461538461539,4.576923076923077,284.3,0.6538461538461539,0
7435,19,Female,91.1,1.76,196.0,176.0,61.0,0.95,HIIT,30.3,3.5,4,2,29.4,9.5,0.8518518518518519,8.092592592592593,700.4,0.8518518518518519,1
7436,58,Female,58.4,1.57,163.0,133.0,77.0,0.43,Cardio,28.0,2.0000000000000004,3,0,23.6,7.0,0.6511627906976745,4.558139534883721,114.5,0.6511627906976745,1
7437,24,Female,64.3,1.78,196.0,163.0,64.0,0.57,Mixed,20.2,4.1,5,1,20.3,8.0,0.75,6.0,219.9,0.75,1
7438,49,Male,81.0,1.82,173.0,158.0,72.0,0.79,HIIT,22.2,3.4,3,0,24.6,9.5,0.8514851485148515,8.089108910891088,517.6,0.8514851485148515,1
7439,21,Female,76.2,1.68,196.0,176.0,63.0,0.68,HIIT,17.4,3.0,3,1,27.0,9.5,0.849624060150376,8.071428571428571,418.2,0.849624060150376,1
7440,37,Male,74.1,1.69,178.0,144.0,65.0,1.26,Strength,11.1,4.3,5,3,26.0,6.0,0.6991150442477876,4.1946902654867255,391.6,0.6991150442477876,0
7441,53,Female,50.5,1.6,167.0,145.0,78.0,0.52,Mixed,28.0,4.1,3,0,19.7,8.0,0.7528089887640449,6.022471910112359,158.2,0.7528089887640449,1
7442,49,Male,71.4,1.63,174.0,149.0,74.0,1.28,Mixed,24.6,4.6,4,1,27.0,8.0,0.75,6.0,548.4,0.75,0
7443,45,Male,63.8,1.64,171.0,141.0,73.0,0.69,Strength,30.6,3.1,2,0,23.8,6.0,0.6938775510204082,4.163265306122449,183.3,0.6938775510204082,1
7444,30,Male,86.5,1.82,187.0,154.0,55.0,0.86,Mixed,11.5,4.5,6,3,26.0,8.0,0.75,6.0,446.3,0.75,0
7445,18,Male,58.2,1.67,196.0,158.0,71.0,0.52,Strength,23.0,3.4,2,0,20.8,6.0,0.696,4.176,126.4,0.696,1
7446,52,Male,67.5,1.55,162.0,132.0,63.0,1.23,Strength,20.5,3.8,3,1,28.2,6.0,0.696969696969697,4.181818181818182,347.2,0.696969696969697,0
7447,47,Male,71.9,1.71,170.0,140.0,68.0,0.43,Strength,23.4,3.0,3,0,24.7,6.0,0.7058823529411765,4.235294117647059,130.9,0.7058823529411765,1
7448,53,Female,89.3,1.76,163.0,119.0,66.0,1.53,Yoga,16.0,5.199999999999999,5,3,28.8,3.0,0.5463917525773195,1.6391752577319587,224.0,0.5463917525773195,0
7449,42,Female,50.6,1.68,182.0,166.0,74.0,0.46,HIIT,35.1,2.6,2,0,18.0,9.5,0.8518518518518519,8.092592592592593,188.4,0.8518518518518519,1
7450,33,Female,61.4,1.83,187.0,170.0,71.0,0.81,HIIT,19.2,3.5,5,1,18.4,9.5,0.853448275862069,8.107758620689655,403.2,0.853448275862069,1
7451,36,Female,71.2,1.76,190.0,174.0,81.0,0.45,HIIT,36.1,3.2,3,0,23.0,9.5,0.8532110091743119,8.105504587155963,259.7,0.8532110091743119,1
7452,18,Female,74.1,1.58,205.0,140.0,60.0,1.1,Yoga,11.0,4.4,6,2,29.9,3.0,0.5517241379310345,1.6551724137931034,134.9,0.5517241379310345,0
7453,22,Female,84.1,1.62,198.0,179.0,73.0,1.36,HIIT,26.9,4.2,3,1,31.9,9.5,0.848,8.056,921.4,0.848,1
7454,39,Male,59.3,1.7,171.0,140.0,68.0,0.37,Strength,25.4,2.7,2,0,20.4,6.0,0.6990291262135923,4.194174757281553,92.0,0.6990291262135923,1
7455,41,Female,55.5,1.51,181.0,141.0,66.0,0.87,Cardio,22.2,2.9,5,2,24.2,7.0,0.6521739130434783,4.565217391304348,220.4,0.6521739130434783,0
7456,54,Male,72.3,1.71,172.0,136.0,70.0,0.87,Cardio,17.3,3.0,5,2,24.6,7.0,0.6470588235294118,4.529411764705882,284.9,0.6470588235294118,0
7457,53,Male,60.8,1.5,170.0,154.0,64.0,0.81,HIIT,25.5,3.7,4,1,26.9,9.5,0.8490566037735849,8.066037735849058,397.2,0.8490566037735849,1
7458,53,Male,87.5,1.78,169.0,145.0,74.0,0.83,Mixed,17.7,4.0,5,1,27.5,8.0,0.7473684210526316,5.978947368421053,434.2,0.7473684210526316,0
7459,21,Male,61.3,1.77,198.0,179.0,71.0,0.76,HIIT,25.7,3.7,4,1,19.5,9.5,0.8503937007874016,8.078740157480315,376.4,0.8503937007874016,1
7460,53,Male,72.6,1.73,161.0,117.0,63.0,0.81,Yoga,25.8,3.8,6,2,24.3,3.0,0.5510204081632653,1.6530612244897958,97.2,0.5510204081632653,0
7461,35,Male,46.8,1.61,188.0,156.0,59.0,1.05,Mixed,21.7,4.5,6,2,18.0,8.0,0.751937984496124,6.015503875968992,295.6,0.751937984496124,0
7462,33,Female,78.5,1.7,186.0,148.0,76.0,0.25,Cardio,24.1,2.4,2,0,27.2,7.0,0.6545454545454545,4.581818181818182,89.9,0.6545454545454545,1
7463,58,Male,60.1,1.63,164.0,133.0,62.0,1.17,Strength,11.5,3.6,7,3,22.6,6.0,0.696078431372549,4.1764705882352935,293.7,0.696078431372549,0
7464,35,Male,47.7,1.58,182.0,166.0,73.0,0.4,HIIT,28.6,2.9,2,0,19.2,9.5,0.8532110091743119,8.105504587155963,154.7,0.8532110091743119,1
7465,39,Female,68.6,1.65,191.0,172.0,65.0,0.79,HIIT,14.8,3.3,5,1,25.3,9.5,0.8492063492063492,8.067460317460318,437.2,0.8492063492063492,0
7466,19,Female,69.0,1.75,202.0,184.0,79.0,0.63,HIIT,29.6,2.6,2,0,22.5,9.5,0.8536585365853658,8.109756097560975,352.5,0.8536585365853658,1
7467,38,Female,82.4,1.68,180.0,152.0,66.0,1.39,Mixed,16.2,5.0,7,3,29.0,8.0,0.7543859649122807,6.035087719298246,691.2,0.7543859649122807,0
7468,53,Female,68.0,1.83,161.0,120.0,70.0,0.74,Yoga,16.7,3.6,7,2,20.4,3.0,0.5494505494505495,1.6483516483516485,82.9,0.5494505494505495,0
7469,56,Female,101.5,1.76,157.0,132.0,73.0,1.03,Strength,18.4,4.1,4,2,32.9,6.0,0.7023809523809523,4.2142857142857135,440.6,0.7023809523809523,0
7470,56,Female,83.6,1.75,167.0,138.0,72.0,0.67,Strength,27.4,3.2,3,0,27.4,6.0,0.6947368421052632,4.16842105263158,233.5,0.6947368421052632,1
7471,46,Female,67.3,1.52,171.0,154.0,58.0,1.01,HIIT,19.7,3.8,7,2,29.2,9.5,0.8495575221238938,8.070796460176991,548.6,0.8495575221238938,0
7472,43,Male,54.2,1.65,175.0,145.0,77.0,0.67,Strength,27.0,3.2,3,0,19.9,6.0,0.6938775510204082,4.163265306122449,151.2,0.6938775510204082,1
7473,38,Female,77.1,1.57,179.0,143.0,58.0,1.06,Strength,19.9,3.5,5,3,31.2,6.0,0.7024793388429752,4.214876033057851,344.5,0.7024793388429752,0
7474,34,Male,52.9,1.66,181.0,165.0,75.0,1.07,HIIT,13.0,3.3,4,1,19.1,9.5,0.8490566037735849,8.066037735849058,456.6,0.8490566037735849,1
7475,33,Female,60.1,1.61,186.0,167.0,65.0,0.69,HIIT,23.1,3.4,3,1,23.2,9.5,0.8429752066115702,8.008264462809917,332.1,0.8429752066115702,1
